timestamp,event subtype,RSSI
1657744564.268210,44,-39
1657744564.310230,44,-39
1657744566.625230,44,-35
1657744566.667620,44,-39
1657744587.103570,44,-39
1657744587.145460,44,-39
1657744603.134600,44,-39
1657744603.177140,44,-37
1657744607.582570,44,-35
1657744607.625000,44,-39
1657744628.061240,44,-35
1657744628.102830,44,-39
1657744648.540140,44,-35
1657744648.581980,44,-41
1657744666.465260,44,-39
1657744666.509060,44,-39
1657744686.061640,44,-39
1657744686.104580,44,-37
1657744702.324470,44,-39
1657744702.367200,44,-39
1657744702.511480,44,-37
1657744702.553360,44,-39
1657744702.761310,44,-39
1657744703.008840,44,-37
1657744703.276130,44,-39
1657744703.422530,44,-39
1657744706.135930,44,-39
1657744706.178940,44,-39
1657744707.679910,44,-39
1657744707.686100,40,-39
1657744707.722510,44,-39
1657744726.616230,44,-41
1657744726.658670,44,-39
1657744733.042160,44,-39
1657744733.082770,13,-39
1657744733.152730,40,-39
1657744733.159030,13,-39
1657744733.491970,44,-39
1657744735.722260,44,-39
1657744735.823320,44,-37
1657744736.115270,44,-39
1657744736.216670,44,-39
1657744736.425630,4,-37
1657744736.454200,4,-39
1657744736.476080,4,-39
1657744736.534470,44,-39
1657744736.636420,44,-39
1657744736.664920,4,-39
1657744736.686430,4,-39
1657744736.743840,4,-39
1657744736.765300,4,-37
1657744736.823540,4,-41
1657744736.845070,4,-41
1657744736.925230,44,-39
1657744736.976830,44,-39
1657744739.013090,44,-39
1657744739.034640,13,-39
1657744739.050610,13,-39
1657744739.359540,44,-39
1657744739.401410,44,-37
1657744739.750290,44,-37
1657744747.093950,44,-39
1657744747.136350,44,-37
1657744748.637480,44,-39
1657744748.639860,40,-39
1657744748.641180,13,-39
1657744748.681560,44,-39
1657744761.947830,44,-39
1657744762.093000,44,-83
1657744762.093000,44,-37
1657744762.094800,44,-37
1657744767.572930,44,-35
1657744767.615400,44,-39
1657744786.778370,44,-39
1657744786.820380,44,-39
1657744801.923850,40,-37
1657744801.927210,44,-37
1657744801.969180,44,-37
1657744802.906790,44,-37
1657744802.951360,44,-37
1657744807.251700,44,-39
1657744807.293810,44,-37
1657744825.432630,44,-39
1657744826.968550,44,-37
1657744827.013640,44,-39
1657744827.483190,44,-39
1657744827.525800,44,-39
1657744830.349180,44,-37
1657744830.353190,40,-37
1657744830.392830,44,-39
1657744848.209620,44,-35
1657744848.251660,44,-39
1657744868.687590,40,-43
1657744868.689320,44,-35
1657744868.732080,44,-39
1657744869.502210,44,-37
1657744869.524100,13,-39
1657744869.544730,44,-37
1657744874.788640,44,-39
1657744874.795000,40,-39
1657744874.833600,44,-39
1657744889.168750,44,-39
1657744889.210620,44,-39
1657744903.049170,44,-39
1657744903.092910,44,-37
1657744907.093080,44,-39
1657744907.137360,44,-39
1657744925.102760,40,-39
1657744925.105670,40,-39
1657744925.109650,44,-39
1657744925.474160,44,-37
1657744925.518000,44,-39
1657744925.785920,44,-39
1657744925.834500,44,-37
1657744927.566540,40,-39
1657744927.567720,44,-35
1657744927.610330,44,-39
1657744948.045710,40,-39
1657744948.047020,44,-39
1657744948.088980,44,-39
1657744968.522550,44,-85
1657744968.522550,44,-35
1657744968.565330,44,-39
1657744979.947760,44,-39
1657744979.960070,40,-42
1657744980.090130,44,-39
1657744984.965680,44,-39
1657744984.972030,40,-37
1657744984.972040,13,-39
1657744985.008210,44,-39
1657744988.999380,40,-44
1657744988.999380,40,-44
1657744989.003970,44,-35
1657744989.046190,44,-39
1657744997.662620,44,-39
1657744997.675000,40,-42
1657744997.705200,44,-39
1657744997.800750,40,-42
1657744997.804310,44,-39
1657744997.846320,44,-39
1657744997.962940,44,-39
1657744998.004890,44,-41
1657745001.120790,40,-43
1657745001.123380,44,-39
1657745001.126930,40,-42
1657745001.139350,40,-42
1657745001.162990,40,-42
1657745001.169680,13,-89
1657745001.178580,40,-42
1657745001.267360,44,-39
1657745001.553050,44,-39
1657745001.596880,44,-39
1657745001.617880,40,-42
1657745001.621400,44,-39
1657745001.663490,44,-37
1657745009.478240,40,-43
1657745009.522880,44,-39
1657745027.507570,40,-42
1657745027.507580,40,-42
1657745027.512290,44,-37
1657745027.554750,44,-39
1657745047.876060,40,-43
1657745047.879690,44,-39
1657745047.921960,44,-39
1657745068.354930,40,-41
1657745068.358440,44,-37
1657745068.400580,44,-39
1657745080.397240,44,-39
1657745080.412930,40,-43
1657745080.412930,40,0
1657745080.432310,40,-42
1657745080.433800,40,-42
1657745080.542770,44,-39
1657745085.415030,44,-39
1657745085.419840,40,-39
1657745085.457860,44,-39
1657745088.839450,40,-42
1657745088.844290,44,-37
1657745088.890390,44,-37
1657745101.490140,44,-39
1657745101.532880,44,-39
1657745101.534130,44,-39
1657745101.535500,44,-39
1657745101.841730,44,-39
1657745102.105850,44,-39
1657745102.150850,44,-39
1657745102.412420,44,-39
1657745102.420430,40,-42
1657745102.457790,44,-39
1657745109.315800,40,-40
1657745109.320360,44,-39
1657745109.367790,44,-39
1657745109.370330,44,-39
1657745109.379320,40,-39
1657745109.388200,40,-39
1657745109.391600,44,-39
1657745109.437380,44,-39
1657745109.479520,44,-39
1657745109.529930,44,-39
1657745129.791470,40,-43
1657745129.796000,44,-37
1657745129.838260,44,-39
1657745147.715460,40,-41
1657745147.716830,44,-41
1657745147.758520,44,-39
1657745169.469240,40,-41
1657745169.473400,44,-39
1657745169.515930,44,-39
1657745189.948110,40,-44
1657745189.948120,44,-39
1657745189.991640,44,-39
1657745202.554550,44,-39
1657745202.569810,40,-44
1657745202.598370,44,-39
1657745210.426950,40,-45
1657745210.426960,44,-35
1657745210.470190,44,-39
1657745230.905920,40,-43
1657745230.907170,44,-39
1657745230.949410,44,-39
1657745251.385660,40,-46
1657745251.385660,44,-39
1657745251.429190,44,-39
1657745268.030430,40,-42
1657745268.031830,44,-39
1657745268.073060,44,-39
1657745288.502540,40,-43
1657745288.502550,40,-44
1657745288.504260,44,-39
1657745288.545760,44,-39
1657745302.268750,40,-44
1657745302.270400,44,-39
1657745302.310700,40,-43
1657745302.312490,44,-39
1657745308.982430,40,-45
1657745308.982430,44,-35
1657745329.460270,40,-45
1657745329.461920,44,-35
1657745329.503770,44,-39
1657745349.940120,40,-43
1657745349.941920,44,-35
1657745349.984500,44,-39
1657745370.418990,40,-43
1657745370.419000,44,-35
1657745370.463640,44,-39
1657745370.911300,40,-39
1657745370.912850,44,-39
1657745370.920040,13,-39
1657745370.957050,44,-39
1657745388.342290,40,-45
1657745388.342290,44,-39
1657745388.384990,44,-37
1657745390.294200,40,-45
1657745390.294210,40,-41
1657745390.298670,44,-37
1657745390.342060,44,-37
1657745390.348700,40,-53
1657745390.495980,40,-53
1657745402.940010,44,-39
1657745402.945550,40,-45
1657745402.945550,40,-44
1657745402.982620,44,-37
1657745408.816830,40,-42
1657745408.818780,44,-35
1657745408.861350,44,-39
1657745429.294630,40,-45
1657745429.297020,44,-35
1657745429.340520,44,-39
1657745449.774520,40,-43
1657745449.775860,44,-39
1657745449.817840,44,-39
1657745460.530770,40,-42
1657745460.530780,40,-41
1657745460.530780,40,0
1657745460.535270,44,-39
1657745460.551760,13,-37
1657745460.577860,44,-37
1657745465.812670,44,-39
1657745465.819460,40,-39
1657745465.858150,44,-39
1657745470.253400,40,-43
1657745470.255750,44,-39
1657745470.298100,44,-39
1657745490.732340,40,-45
1657745490.775840,44,-39
1657745503.084300,44,-37
1657745503.097080,40,-42
1657745503.127050,44,-37
1657745505.064740,40,-42
1657745505.066140,44,-37
1657745505.090140,40,-43
1657745505.108700,44,-37
1657745505.445880,40,-42
